Date,Pnl,PnlwithCommissions
2015-01-09,-5.1154854188289836,-9.607410860824116
2015-01-16,2.026104028231198,-3.646965630954422
2015-01-23,0.08169011921901143,-4.863516323713859
2015-01-30,1.4173150490060857,-2.6896924919453253
2015-02-06,-1.6472821281372108,-5.8985389223444065
2015-02-13,-4.171323450594039,-9.9394787689842
2015-02-20,-3.3442979838584623,-8.321236147397977
2015-02-27,6.806859930374653,1.005705491352347
2015-03-06,-1.6220156158426522,-7.755350575962345
2015-03-13,0.550582905729552,-4.722362749062374
2015-03-20,-4.966243256580861,-9.439582586389346
2015-03-27,-1.135179892586657,-6.423485814965718
2015-04-02,-2.858727603649337,-7.361556304097846
2015-04-10,-1.5279088355866983,-6.199726038555856
2015-04-17,0.4744744631750991,-5.717895237969019
2015-04-24,-6.869616938624831,-11.541855452493435
2015-05-01,-3.2809337149125324,-8.776528308336866
2015-05-08,0.5224967050845661,-4.668990453405797
2015-05-15,-3.580187132042659,-8.99289332239286
2015-05-22,-6.584144357810003,-11.464309850802074
2015-05-29,-0.6017583555613677,-7.199389221443277
2015-06-05,-0.6747335625579238,-5.877360639030115
2015-06-12,-6.083781606992382,-13.15289536167795
2015-06-19,0.9418280244945153,-5.879026358597115
2015-06-26,0.9593000843245172,-4.402804641087423
2015-07-02,5.794826782648614,0.4213975831454728
2015-07-10,-3.5955690810910195,-9.679787302761207
2015-07-17,1.8819979066171886,-4.881212680568332
2015-07-24,3.1809344504983863,-3.659607956442645
2015-07-31,-5.071447332190838,-10.306062208322722
2015-08-07,1.214368672072556,-3.801094772415633
2015-08-14,-0.5601178929768319,-6.459217000656184
2015-08-21,-5.464138905701972,-11.603699976443071
2015-08-28,3.3874086546616358,-1.846351589771358
2015-09-04,-4.94888182640097,-11.109751457015093
2015-09-11,-1.6328606748817227,-7.775867664172216
2015-09-18,-0.3147536914765801,-6.563930671929614
2015-09-25,-6.2748518733897996,-11.03287020698841
2015-10-02,-4.504173737792338,-10.231166400265472
2015-10-09,2.0909630102740824,-3.408023180073916
2015-10-16,-7.666735913355141,-15.531601992163733
2015-10-23,-6.89840694865129,-13.312093883035553
2015-10-30,3.9811280937254234,-3.6757290549116135
2015-11-06,3.876236294766677,-1.0519834299904882
2015-11-13,-1.4823433256731486,-8.03912994216764
2015-11-20,-4.87356689539341,-11.858386070043782
2015-11-27,0.10340065394681408,-7.241386213942362
2015-12-04,0.31979613174305715,-6.458092837138868
2015-12-11,5.663730702699011,-1.675211329930469
2015-12-18,4.881149105906586,-1.1943106745208032
2015-12-24,-0.39891421914787717,-7.484967649955731
2015-12-31,-4.372949598972351,-11.256259945645434
2016-01-08,-7.020444603562076,-12.019249079498724
2016-01-15,3.429259910829722,-3.306124028221669
2016-01-22,3.6925300015849682,-1.0825656051184143
2016-01-29,-11.679993010838748,-17.799130451434408
2016-02-05,-1.112463724094569,-8.308895967763556
2016-02-12,1.5458004203948197,-4.069090240161942
2016-02-19,-5.962615658827693,-10.657417660871545
2016-02-26,-2.131876374493021,-8.778293327099341
2016-03-04,-0.09005790192697882,-6.032831283172821
2016-03-11,0.2437167412336086,-6.9932223593714165
2016-03-18,-2.698741949032509,-8.162309561247925
2016-03-24,3.0663629142873536,-2.969735391104291
2016-04-01,-3.889944650338508,-10.644700302033373
2016-04-08,2.3673937165037406,-3.9732601776725875
2016-04-15,0.7988600082564623,-4.50399938218636
2016-04-22,-0.3010903658306388,-5.1068807284397515
2016-04-29,3.7289097172504206,-1.7884872927702389
2016-05-06,0.2940881318418408,-4.214588663501189
2016-05-13,2.804931371816694,-2.0666663018236533
2016-05-20,-2.1928383645888796,-7.908572688520859
2016-05-27,-4.780787361768941,-12.13545524767512
2016-06-03,-0.5693369915793349,-5.378285159408514
2016-06-10,-0.8269175145274803,-6.976049644357006
2016-06-17,0.3333045448404268,-4.491130254012653
2016-06-24,-1.9271857648149795,-7.768194512876096
2016-07-01,-7.812092364453612,-14.781035572819615
2016-07-08,-3.27812656730716,-11.060019967898956
2016-07-15,2.842855221498089,-3.607879118198232
2016-07-22,3.0201453638313973,-1.8944649254414523
2016-07-29,1.586295381139172,-4.063841100699689
2016-08-05,-3.2294628715905467,-9.7414457014482
2016-08-12,-12.538027771760095,-21.340836870952145
2016-08-19,-3.387173634202788,-11.144740380142121
2016-08-26,1.289845902046734,-5.431336466707756
2016-09-02,-7.164324358150292,-14.031656880198154
2016-09-09,-2.652630763525162,-9.290583225471147
2016-09-16,-2.1489178874547035,-10.82810450498825
2016-09-23,-11.81463058659487,-17.5502771300713
2016-09-30,-7.842951849425967,-18.983005301972305
2016-10-07,-7.432951572305427,-14.700954416017506
2016-10-14,-0.42533045914940004,-9.172541368495715
2016-10-21,-4.8119332612200285,-16.707166846830248
2016-10-28,1.2666273027776915,-8.974730628176374
2016-11-04,0.4489634359997886,-10.526440292423409
2016-11-11,3.0093876446446703,-6.552563467112574
2016-11-18,-6.417191559322725,-17.611332688205014
2016-11-25,7.910214531050182,-1.1489017580044156
2016-12-02,-4.681399362814279,-14.281993944645075
2016-12-09,1.8870509089663736,-4.964333825448559
2016-12-16,-1.7928000327203995,-10.06419957590886
2016-12-23,0.5558838064206009,-10.700376488199923
2016-12-30,-2.9492787620832215,-11.831681411864956
2017-01-06,-3.020196184820025,-11.827133755950905
2017-01-13,0.45009717411013384,-10.202892254821764
2017-01-20,0.5619158295333213,-9.718985142257058
2017-01-27,-4.026131211963558,-15.550497326067566
2017-02-03,0.7013809224620422,-9.767234730091836
2017-02-10,3.304386843431446,-3.7197630987661476
2017-02-17,3.552066469186955,-5.87621206752147
2017-02-24,3.6996238365362406,-3.250441784042622
2017-03-03,-3.169536404336766,-13.606112595343895
2017-03-10,0.17066068901450715,-12.575381089391042
2017-03-17,3.2211061760117667,-7.550298386605483
2017-03-24,-7.491375525640093,-17.05045377701731
2017-03-31,0.2203260195709961,-9.242663892758625
2017-04-07,1.3392874497793439,-10.433317672708815
2017-04-13,5.851017177767008,-2.4309641378623184
2017-04-21,6.687126884631977,-5.260348860192775
2017-04-28,-3.7056440400421655,-12.574755087532193
2017-05-05,7.568453003975405,-2.1104674346222763
2017-05-12,6.210430000826557,-1.5655979962250552
2017-05-19,-2.724950013335776,-12.534409669534057
2017-05-26,3.968212152623355,-4.819695184537098
2017-06-02,1.7297156504631581,-6.477836957003069
2017-06-09,3.0920896120466033,-4.3240322260845225
2017-06-16,-4.115273893429758,-10.469890021160756
2017-06-23,4.240076769825425,-2.0152276199686643
2017-06-30,2.061018879480458,-6.176446204283424
2017-07-07,0.34289965877485973,-8.031542158478182
2017-07-14,5.942652569320944,0.40533747273108034
2017-07-21,0.6259492242848965,-4.97630235539614
2017-07-28,-3.1084399453673455,-8.54668446183312
2017-08-04,0.7722548884108908,-6.403294137253306
2017-08-11,-17.667567578459153,-25.222388834003553
2017-08-18,4.370203568800373,-4.123155020964448
2017-08-25,-1.1287971230662333,-7.523283466292436
2017-09-01,2.597482664938379,-3.1938652909318366
2017-09-08,6.454177663774137,-0.6274056359995559
2017-09-15,2.6297167960162096,-3.075576114331133
2017-09-22,-3.0581042165543835,-11.388161748641828
2017-09-29,-1.2741346168476113,-8.400390544042438
2017-10-06,0.7914569786353236,-5.527504408803709
2017-10-13,5.086763268409079,-1.6019076305778115
2017-10-20,1.3691912436628437,-3.422723604436158
2017-10-27,-3.070862241620175,-8.811735922609364
2017-11-03,-3.7304871251695566,-10.994598657636079
2017-11-10,0.4213297904225197,-5.597549196776698
2017-11-17,1.8574767161062657,-4.402233033241596
2017-11-24,1.3623653779198197,-4.379300190875323
2017-12-01,0.8107668727196414,-6.984902292402232
2017-12-08,-0.48161173552024095,-8.935577184688876
2017-12-15,0.057794408344216064,-7.250033810304198
2017-12-22,19.170489086517957,12.304556403074951
2017-12-29,3.933659939400906,-4.5391143461178505
2018-01-05,0.4017730324002666,-6.866351623446498
2018-01-12,0.2953963104194799,-6.073089723374316
2018-01-19,3.9460474484929877,-1.6463606000426074
2018-01-26,2.8327887433218115,-5.871226463056786
2018-02-02,4.708197831235729,-3.4650458897792777
2018-02-09,0.9620914733684338,-5.590496005899158
2018-02-16,-0.38964883744261647,-5.106490538872151
2018-02-23,-2.0993004708908813,-7.365607776096241
2018-03-02,0.20137266926603842,-6.487559216871814
2018-03-09,0.6541880494576837,-3.7712404170839844
2018-03-16,-1.2825163496435517,-8.220051112636886
2018-03-23,-5.154780857759352,-12.55650065848969
2018-03-29,-0.6193955280954948,-8.111595956607616
2018-04-06,-1.4248793032960778,-8.414616981078652
2018-04-13,-1.1878320520534178,-7.26112049792034
2018-04-20,-2.1644439962622997,-7.780226481407329
2018-04-27,-0.07561415697903098,-6.231688071330965
2018-05-04,0.11815292853801773,-5.367640619482729
2018-05-11,-3.3458471830210526,-9.287489162845155
2018-05-18,1.0648840848590755,-3.2504815796400175
2018-05-25,1.463567698902884,-4.373331361781133
2018-06-01,1.5980579803872144,-4.497593990483557
2018-06-08,-0.17347351700616132,-8.503560592844183
2018-06-15,-0.5100239385546015,-8.509043913670403
2018-06-22,-1.1842810035879343,-6.205149673193102
2018-06-29,-0.878672325656464,-6.497840899178864
2018-07-06,0.17786564528585502,-3.6635149742045456
2018-07-13,0.14201533623058715,-6.823495707530903
2018-07-20,1.1865066455121134,-5.700451070663512
2018-07-27,2.7339407782870238,-4.222799081850301
2018-08-03,-0.8679877366761494,-7.286691014120824
2018-08-10,-2.6430771787722227,-9.586527191713968
2018-08-17,-1.738571696471456,-5.297622560553409
2018-08-24,0.28506045025880256,-5.098843369668252
2018-08-31,-2.214594262279232,-9.113059697895842
2018-09-07,5.779139410544183,-0.8026244412937046
2018-09-14,-2.9716923438003877,-10.43276307519812
2018-09-21,4.240468495705957,-3.4865347591876574
2018-09-28,-6.383687395570421,-13.261273168845872
2018-10-05,-1.3847713012899736,-5.458239386793625
2018-10-12,0.4401258264686112,-5.562416974601531
2018-10-19,0.9585320902040231,-3.066953085880104
2018-10-26,-0.7525838051466082,-4.090498138647986
2018-11-02,4.954969487768185,0.5357637416081937
2018-11-09,-4.2653760565618875,-7.6702379136527945
2018-11-16,-6.943949003934163,-11.572111414359508
2018-11-23,2.0858551432350447,-3.2455710380309233
2018-11-30,-0.7658592543212143,-5.891396058056126
2018-12-07,-3.572434118927633,-8.731274368483266
2018-12-14,-3.180865902765004,-9.102522583815638
2018-12-21,1.4177784210541016,-2.95709131830901
2018-12-28,0.3501135554099897,-4.0695435007931735
2019-01-04,3.372830737094633,-0.032471161223559974
2019-01-11,-9.295240128785371,-14.556401720504049
2019-01-18,5.701150414207939,1.5570983057830583
2019-01-25,2.92314131014147,-0.6571718474944306
2019-02-01,-2.1409407964627167,-6.822306384773422
2019-02-08,1.4097231148975935,-3.383189251640027
2019-02-15,-0.25028462109771077,-3.7605423236609585
