Date,Calmar
2016-05-08 00:00:00,-9.908696879731378e-05
2016-05-15 00:00:00,-9.836575329228887e-05
2016-05-22 00:00:00,-9.665967954637442e-05
2016-05-29 00:00:00,-9.449602350773006e-05
2016-06-05 00:00:00,-9.463454458104666e-05
2016-06-12 00:00:00,-9.063404658724287e-05
2016-06-19 00:00:00,-8.704052932022896e-05
2016-06-26 00:00:00,-8.944175369458335e-05
2016-07-03 00:00:00,-9.128457058680184e-05
2016-07-10 00:00:00,-8.976610922822557e-05
2016-07-17 00:00:00,-8.612703144438334e-05
2016-07-24 00:00:00,-8.449391416082234e-05
2016-07-31 00:00:00,-8.427910832635687e-05
2016-08-07 00:00:00,-8.864922868311822e-05
2016-08-14 00:00:00,-9.090908687815255e-05
2016-08-21 00:00:00,-8.986131846514079e-05
2016-08-28 00:00:00,-8.928298755297451e-05
2016-09-04 00:00:00,-8.707732416188755e-05
2016-09-11 00:00:00,-8.84728106436941e-05
2016-09-18 00:00:00,-9.192156238101383e-05
2016-09-25 00:00:00,-8.990313409253557e-05
2016-10-02 00:00:00,-9.112493054904306e-05
2016-10-09 00:00:00,-9.138236215639716e-05
2016-10-16 00:00:00,-9.10732138110891e-05
2016-10-23 00:00:00,-9.077016946356852e-05
2016-10-30 00:00:00,-9.087365934395943e-05
2016-11-06 00:00:00,-9.04465233715837e-05
2016-11-13 00:00:00,-9.101360492918727e-05
2016-11-20 00:00:00,-9.071432426530036e-05
2016-11-27 00:00:00,-9.050902532188123e-05
2016-12-04 00:00:00,-9.053471573375147e-05
2016-12-11 00:00:00,-9.08510001108829e-05
2016-12-18 00:00:00,-9.11612633132091e-05
2016-12-25 00:00:00,-9.314750427276595e-05
2017-01-01 00:00:00,-9.396929619224728e-05
2017-01-08 00:00:00,-9.505977290747007e-05
2017-01-15 00:00:00,-9.48734984981392e-05
2017-01-22 00:00:00,-9.448736457991635e-05
2017-01-29 00:00:00,-9.455843297415644e-05
2017-02-05 00:00:00,-9.388336092819317e-05
2017-02-12 00:00:00,-9.331013343460898e-05
2017-02-19 00:00:00,-9.216851983443334e-05
2017-02-26 00:00:00,-9.065967745773768e-05
2017-03-05 00:00:00,-8.984427199770026e-05
2017-03-12 00:00:00,-9.02672219549306e-05
2017-03-19 00:00:00,-9.245626413332532e-05
2017-03-26 00:00:00,-9.314387878069699e-05
2017-04-02 00:00:00,-9.24326725026263e-05
2017-04-09 00:00:00,-8.83747491754254e-05
2017-04-16 00:00:00,-8.595651380249403e-05
2017-04-23 00:00:00,-8.682974916419873e-05
2017-04-30 00:00:00,-8.391036749301313e-05
2017-05-07 00:00:00,-8.208010115825427e-05
2017-05-14 00:00:00,-8.165739769704e-05
2017-05-21 00:00:00,-7.819505388912571e-05
2017-05-28 00:00:00,-7.567874791465956e-05
2017-06-04 00:00:00,-7.245764066507922e-05
2017-06-11 00:00:00,-7.236140616548543e-05
2017-06-18 00:00:00,-6.924741081461442e-05
2017-06-25 00:00:00,-6.79011029919347e-05
2017-07-02 00:00:00,-6.697834519222767e-05
2017-07-09 00:00:00,-6.546454406239573e-05
2017-07-16 00:00:00,-6.272206132501809e-05
2017-07-23 00:00:00,-6.364511103614715e-05
2017-07-30 00:00:00,-6.149688193996969e-05
2017-08-06 00:00:00,-6.428501936438771e-05
2017-08-13 00:00:00,-6.294959349530509e-05
2017-08-20 00:00:00,-6.231343461438853e-05
2017-08-27 00:00:00,-6.011844652334526e-05
2017-09-03 00:00:00,-5.759325342974229e-05
2017-09-10 00:00:00,-5.6278646526960216e-05
2017-09-17 00:00:00,-5.5866277171531966e-05
2017-09-24 00:00:00,-5.4203310816657604e-05
2017-10-01 00:00:00,-5.3026754430471095e-05
2017-10-08 00:00:00,-5.214257836619624e-05
2017-10-15 00:00:00,-5.1939014945872866e-05
2017-10-22 00:00:00,-5.245046674984491e-05
2017-10-29 00:00:00,-5.165952316894503e-05
2017-11-05 00:00:00,-5.039073637099889e-05
2017-11-12 00:00:00,-4.929757321657248e-05
2017-11-19 00:00:00,-4.658637496518218e-05
2017-11-26 00:00:00,-4.557054266445466e-05
2017-12-03 00:00:00,-4.5222177612677314e-05
2017-12-10 00:00:00,-4.5648678932818115e-05
2017-12-17 00:00:00,-4.252859699857947e-05
2017-12-24 00:00:00,-4.057597153139775e-05
2017-12-31 00:00:00,-4.156061046016019e-05
2018-01-07 00:00:00,-4.2236945970624946e-05
2018-01-14 00:00:00,-4.028631535096302e-05
2018-01-21 00:00:00,-3.992378336687529e-05
2018-01-28 00:00:00,-3.9267908290261934e-05
2018-02-04 00:00:00,-3.948449048889688e-05
2018-02-11 00:00:00,-3.830424218110875e-05
2018-02-18 00:00:00,-3.910624498235521e-05
2018-02-25 00:00:00,-3.9075908900159204e-05
2018-03-04 00:00:00,-3.8334615146232044e-05
2018-03-11 00:00:00,-3.930870552343913e-05
2018-03-18 00:00:00,-4.035570571414676e-05
2018-03-25 00:00:00,-4.00779240167325e-05
2018-04-01 00:00:00,-4.035621128991418e-05
2018-04-08 00:00:00,-3.696212169665328e-05
2018-04-15 00:00:00,-3.7526932480512523e-05
2018-04-22 00:00:00,-3.69203365341983e-05
2018-04-29 00:00:00,-3.719267317383998e-05
2018-05-06 00:00:00,-3.8639987891808105e-05
2018-05-13 00:00:00,-3.858566708081787e-05
2018-05-20 00:00:00,-3.7288546603180456e-05
2018-05-27 00:00:00,-3.6363335549121e-05
2018-06-03 00:00:00,-3.646055963168837e-05
2018-06-10 00:00:00,-3.755052125684678e-05
2018-06-17 00:00:00,-3.7951556936964526e-05
2018-06-24 00:00:00,-3.743149503298144e-05
2018-07-01 00:00:00,-3.6307040329943097e-05
2018-07-08 00:00:00,-3.599061671392428e-05
2018-07-15 00:00:00,-3.612934984232221e-05
2018-07-22 00:00:00,-3.597717145368194e-05
2018-07-29 00:00:00,-3.611096950499268e-05
2018-08-05 00:00:00,-3.598415016337932e-05
2018-08-12 00:00:00,-3.56688011837092e-05
2018-08-19 00:00:00,-3.847579684375638e-05
2018-08-26 00:00:00,-3.896838619885444e-05
2018-09-02 00:00:00,-3.788199246365244e-05
2018-09-09 00:00:00,-3.825789061828059e-05
2018-09-16 00:00:00,-3.8438196346590476e-05
2018-09-23 00:00:00,-3.970034794073251e-05
2018-09-30 00:00:00,-4.004785252479459e-05
2018-10-07 00:00:00,-3.95824524192043e-05
2018-10-14 00:00:00,-3.9207034757282514e-05
2018-10-21 00:00:00,-3.8618738957189054e-05
2018-10-28 00:00:00,-3.747450033492835e-05
2018-11-04 00:00:00,-3.7849254309857396e-05
2018-11-11 00:00:00,-3.826363067634613e-05
2018-11-18 00:00:00,-3.6663846052030814e-05
2018-11-25 00:00:00,-3.614671864143442e-05
2018-12-02 00:00:00,-3.598160817385212e-05
2018-12-09 00:00:00,-3.5981362560019245e-05
2018-12-16 00:00:00,-3.520678438793805e-05
2018-12-23 00:00:00,-3.482210936157192e-05
2018-12-30 00:00:00,-3.3929209345187324e-05
2019-01-06 00:00:00,-3.4392846661345076e-05
2019-01-13 00:00:00,-3.360023514825691e-05
2019-01-20 00:00:00,-3.317084783568268e-05
2019-01-27 00:00:00,-3.3331494257754316e-05
2019-02-03 00:00:00,-3.262672384611892e-05
2019-02-10 00:00:00,-3.185730921421002e-05
2019-02-17 00:00:00,-3.0854316269799995e-05
