Date,GrossLeverage
2018-02-02 23:59:59.999989,9.634489311729005e-07
2018-02-09 23:59:59.999989,-3.9020087847839843e-07
2018-02-16 23:59:59.999989,-2.102289815728957e-06
2018-02-23 23:59:59.999989,2.016605654384883e-07
2018-03-02 23:59:59.999989,6.551265722337214e-07
2018-03-09 23:59:59.999989,-1.284365291892089e-06
2018-03-16 23:59:59.999989,-5.162275289487967e-06
2018-03-23 23:59:59.999989,-6.203012111518398e-07
2018-03-29 23:59:59.999989,-1.426974937674471e-06
2018-04-06 23:59:59.999989,-1.1895882372407596e-06
2018-04-13 23:59:59.999989,-2.1676614583899407e-06
2018-04-20 23:59:59.999989,-7.572701384303505e-08
2018-04-27 23:59:59.999989,1.1832995096244966e-07
2018-05-04 23:59:59.999989,-3.350890490404609e-06
2018-05-11 23:59:59.999989,1.0664935372927666e-06
2018-05-18 23:59:59.999989,1.4657849133781592e-06
2018-05-25 23:59:59.999989,1.6004861621843863e-06
2018-06-01 23:59:59.999989,-1.7373838173629125e-07
2018-06-08 23:59:59.999989,-5.108070935257384e-07
2018-06-15 23:59:59.999989,-1.1861086311118673e-06
2018-06-22 23:59:59.999989,-8.800337804136083e-07
2018-06-29 23:59:59.999989,1.781420599139499e-07
2018-07-06 23:59:59.999989,1.4223676631090038e-07
2018-07-13 23:59:59.999989,1.1883635692694442e-06
2018-07-20 23:59:59.999989,2.73823104479728e-06
2018-07-27 23:59:59.999989,-8.693565400764352e-07
2018-08-03 23:59:59.999989,-2.647269635570379e-06
2018-08-10 23:59:59.999989,-1.7413415644847281e-06
2018-08-17 23:59:59.999989,2.855158386283047e-07
2018-08-24 23:59:59.999989,-2.218150300142494e-06
2018-08-31 23:59:59.999989,5.788424714283737e-06
2018-09-07 23:59:59.999989,-2.9764967592956903e-06
2018-09-14 23:59:59.999989,4.247339361834719e-06
2018-09-21 23:59:59.999989,-6.394119036003144e-06
2018-09-28 23:59:59.999989,-1.3870435049766972e-06
2018-10-05 23:59:59.999989,4.408500000275082e-07
2018-10-12 23:59:59.999989,9.601132533896945e-07
2018-10-19 23:59:59.999989,-7.538284886195672e-07
2018-10-26 23:59:59.999989,4.963158889071828e-06
2018-11-02 23:59:59.999989,-4.272460527110071e-06
2018-11-09 23:59:59.999989,-6.955558818988879e-06
2018-11-16 23:59:59.999989,2.0893488025911717e-06
2018-11-23 23:59:59.999989,-7.671465987993834e-07
2018-11-30 23:59:59.999989,-3.5784700279388627e-06
2018-12-07 23:59:59.999989,-3.186268482565917e-06
2018-12-14 23:59:59.999989,1.420191809895857e-06
2018-12-21 23:59:59.999989,3.507109997956707e-07
2018-12-28 23:59:59.999989,3.3785871156303506e-06
2019-01-04 23:59:59.999989,-9.311230820086e-06
2019-01-11 23:59:59.999989,5.710953290133101e-06
2019-01-18 23:59:59.999989,2.928170145184952e-06
2019-01-25 23:59:59.999989,-2.1446373862308597e-06
2019-02-01 23:59:59.999989,1.4121619506584373e-06
2019-02-08 23:59:59.999989,-2.507187198772087e-07
2019-02-15 23:59:59.999989,-4.660830689877602e-06
