Spread/2 as a percentage of the price. 
 Date, Symbol, Spread(c) 
2014-03-07, OTEL, 0.0
2014-03-07, SONA, 0.007431090572691843
2014-03-07, HBP, 0.010579980472045955
2014-03-07, QUMU, 0.0
2014-03-07, MIND, 0.02372898630616681
2014-03-07, ICCC, 0.036318321721959805
2014-03-07, SCZ, 0.0
2014-03-07, HOLI, 0.019863546729131
2014-03-07, JCTCF, 0.027978372872933456
2014-03-07, NVAX, 0.0
2014-03-07, ACWX, 0.0
2014-03-07, SOXX, 0.006794733343253296
2014-03-07, EDSA, 0.04042540589336967
2014-03-07, CMPR, 0.018390037193734724
2014-03-07, TRS, 0.011071045872939882
2014-03-07, BPOPN, 0.0
2014-03-07, PLXS, 0.01065281491456383
2014-03-07, OZK, 0.01099556290533223
2014-03-07, GALT, 0.0638990054563481
2014-03-07, UNTY, 0.008351457532322528
2014-03-07, STND, 0.007202901692375882
2014-03-07, ARLP, 0.0
2014-03-07, ONCY, 0.031079513649508134
2014-03-07, ARTW, 0.01686419923085964
2014-03-14, FIBK, 0.012955740982146571
2014-03-14, ASRVP, 0.017529953512113047
2014-03-14, MBB, 0.002295530410971695
2014-03-14, SEIC, 0.0
2014-03-14, RDCM, 0.0
2014-03-14, BREW, 0.0032838911059735612
2014-03-14, OESX, 0.03798845580230259
2014-03-14, BBH, 0.00010022152542188947
2014-03-14, ATNI, 0.008695495153839383
2014-03-14, SIEB, 0.015219266352401582
2014-03-14, PENN, 0.011710710893821183
2014-03-14, CWCO, 0.00974007348735937
2014-03-14, SIMO, 0.021347290295077752
2014-03-14, TOPS, 0.032286308548232515
2014-03-14, NBN, 0.01866472088263355
2014-03-14, SAVE, 0.017301031895573592
2014-03-14, VOXX, 0.0
2014-03-14, FORR, 0.005489461877599849
2014-03-14, EXPO, 0.010046414776010072
2014-03-14, USLM, 0.0
2014-03-14, VTWG, 0.007394563937683131
2014-03-14, DFVS, 0.006386272803323169
2014-03-14, FCFS, 0.0
2014-03-14, IVAC, 0.0
2014-03-14, EWZS, 0.0
2014-03-14, HALL, 0.007689296663758572
2014-03-14, OTEL, 0.0
2014-03-14, SONA, 0.0074518379658054384
2014-03-14, HBP, 0.0
2014-03-14, QUMU, 0.0
2014-03-14, MIND, 0.02492738563220733
2014-03-14, ICCC, 0.03680646832295497
2014-03-14, SCZ, 0.0
2014-03-14, HOLI, 0.020367629841265958
2014-03-14, JCTCF, 0.027916076022094328
2014-03-14, NVAX, 0.0
2014-03-14, ACWX, 0.0
2014-03-14, SOXX, 0.00713161399294835
2014-03-14, EDSA, 0.04120312565737822
2014-03-14, CMPR, 0.01921180604898518
2014-03-14, TRS, 0.011160871693079874
2014-03-14, BPOPN, 0.0
2014-03-14, PLXS, 0.011474098986288029
2014-03-14, OZK, 0.010843980914386556
2014-03-14, GALT, 0.0628406035811656
2014-03-14, UNTY, 0.007199137842117589
2014-03-14, STND, 0.007298199954354313
2014-03-14, ARLP, 0.0
2014-03-14, ONCY, 0.03191815907230047
2014-03-14, ARTW, 0.0165725316780018
2014-03-21, FIBK, 0.013214881496207826
2014-03-21, ASRVP, 0.017548185005254267
2014-03-21, MBB, 0.0023703531060474785
2014-03-21, SEIC, 0.0
2014-03-21, RDCM, 0.0
2014-03-21, BREW, 0.0033885236060804797
2014-03-21, OESX, 0.03836045686060198
2014-03-21, BBH, 0.0
2014-03-21, ATNI, 0.00914295009977614
2014-03-21, SIEB, 0.016591831952892707
2014-03-21, PENN, 0.011152507966470661
2014-03-21, CWCO, 0.009419297804404878
2014-03-21, SIMO, 0.02274255402728545
2014-03-21, TOPS, 0.03282994360562963
2014-03-21, NBN, 0.018781434175509804
2014-03-21, SAVE, 0.017270025553674854
2014-03-21, VOXX, 0.0
2014-03-21, FORR, 0.004483213706335046
2014-03-21, EXPO, 0.01005028096349871
2014-03-21, USLM, 0.0
2014-03-21, VTWG, 0.007457875232780142
2014-03-21, DFVS, 0.006518126193285275
2014-03-21, FCFS, 0.0
2014-03-21, IVAC, 0.0014298883598016362
2014-03-21, EWZS, 0.0
2014-03-21, HALL, 0.009154122872311205
2014-03-21, OTEL, 0.0
2014-03-21, SONA, 0.00730599885800747
2014-03-21, HBP, 0.020495714845991046
2014-03-21, QUMU, 0.0
2014-03-21, MIND, 0.02607219927831008
2014-03-21, ICCC, 0.03685789751468683
2014-03-21, SCZ, 0.0
2014-03-21, HOLI, 0.019624514773891554
2014-03-21, JCTCF, 0.027992825782158164
2014-03-21, NVAX, 0.0
2014-03-21, ACWX, 0.0
2014-03-21, SOXX, 0.007593880607012843
2014-03-21, EDSA, 0.04093961401963514
2014-03-21, CMPR, 0.019071347416372
2014-03-21, TRS, 0.010616813915289373
2014-03-21, BPOPN, 0.0
2014-03-21, PLXS, 0.011095553973944397
2014-03-21, OZK, 0.010895138592543844
2014-03-21, GALT, 0.05842860861259382
2014-03-21, UNTY, 0.007356926676886932
2014-03-21, STND, 0.007154297177182149
2014-03-21, ARLP, 0.0
2014-03-21, ONCY, 0.03216505215939599
2014-03-21, ARTW, 0.01755921679390268
2014-03-28, FIBK, 0.012968435875827527
2014-03-28, ASRVP, 0.017335460480688316
2014-03-28, MBB, 0.00239474369015892
2014-03-28, SEIC, 0.0
2014-03-28, RDCM, 0.0
2014-03-28, BREW, 0.009520165298701254
2014-03-28, OESX, 0.038539151571153556
2014-03-28, BBH, 0.0
2014-03-28, ATNI, 0.009158867257284166
2014-03-28, SIEB, 0.013220985694838584
2014-03-28, PENN, 0.010881833852090487
2014-03-28, CWCO, 0.009471233008058882
2014-03-28, SIMO, 0.0222820587928625
2014-03-28, TOPS, 0.03235506938227509
2014-03-28, NBN, 0.01880908939918857
2014-03-28, SAVE, 0.017280620175966807
2014-03-28, VOXX, 0.0
2014-03-28, FORR, 0.0035442854535691487
2014-03-28, EXPO, 0.0100144135781192
2014-03-28, USLM, 0.0
2014-03-28, VTWG, 0.007626398131971441
2014-03-28, DFVS, 0.006471465988334379
2014-03-28, FCFS, 0.0
2014-03-28, IVAC, 0.0
2014-03-28, EWZS, 0.0
2014-03-28, HALL, 0.010553738487234513
2014-03-28, OTEL, 0.0
2014-03-28, SONA, 0.007490105810415821
2014-03-28, HBP, 0.0207705135223609
2014-03-28, QUMU, 0.0
2014-03-28, MIND, 0.027591838327186695
2014-03-28, ICCC, 0.036668205082376615
2014-03-28, SCZ, 0.0
2014-03-28, HOLI, 0.019273443382947522
2014-03-28, JCTCF, 0.028058960135750703
2014-03-28, NVAX, 0.0
2014-03-28, ACWX, 0.0
2014-03-28, SOXX, 0.007880571133011776
2014-03-28, EDSA, 0.04081159030647713
2014-03-28, CMPR, 0.01915811502876304
2014-03-28, TRS, 0.01138262269583245
2014-03-28, BPOPN, 0.0
2014-03-28, PLXS, 0.01109875739801431
2014-03-28, OZK, 0.010704661511087047
2014-03-28, GALT, 0.060866105726389376
2014-03-28, UNTY, 0.007341980317614355
2014-03-28, STND, 0.007389681676688707
2014-03-28, ARLP, 0.0
2014-03-28, ONCY, 0.03388975383230919
2014-03-28, ARTW, 0.017939262656665247
2014-04-04, FIBK, 0.013346599909071449
2014-04-04, ASRVP, 0.01699191506458706
2014-04-04, MBB, 0.0023911976170937627
2014-04-04, SEIC, 0.0
2014-04-04, RDCM, 0.0
2014-04-04, BREW, 0.007198922364696751
2014-04-04, OESX, 0.03888472075788411
2014-04-04, BBH, 0.0
2014-04-04, ATNI, 0.009351033850863827
2014-04-04, SIEB, 0.013184962341727169
2014-04-04, PENN, 0.010998901035516869
2014-04-04, CWCO, 0.00889538880379112
2014-04-04, SIMO, 0.022305052769698464
2014-04-04, TOPS, 0.031627184189874445
2014-04-04, NBN, 0.018477484633987733
2014-04-04, SAVE, 0.017534687683243073
2014-04-04, VOXX, 0.0
2014-04-04, FORR, 0.004036211159284023
2014-04-04, EXPO, 0.009873069385438736
2014-04-04, USLM, 0.0
2014-04-04, VTWG, 0.0074722808789592435
2014-04-04, DFVS, 0.006476442133462875
2014-04-04, FCFS, 0.0
2014-04-04, IVAC, 0.0
2014-04-04, EWZS, 0.0
2014-04-04, HALL, 0.009994047728365063
2014-04-04, OTEL, 0.0
2014-04-04, SONA, 0.0076231868876452
2014-04-04, HBP, 0.019418952511151274
2014-04-04, QUMU, 0.0
2014-04-04, MIND, 0.027386560307213845
2014-04-04, ICCC, 0.03612712679856658
2014-04-04, SCZ, 0.0
2014-04-04, HOLI, 0.018680961472407286
2014-04-04, JCTCF, 0.027978438115144562
2014-04-04, NVAX, 0.0
2014-04-04, ACWX, 0.0
2014-04-04, SOXX, 0.007845551346380262
2014-04-04, EDSA, 0.04177763177544335
2014-04-04, CMPR, 0.01975425601430908
2014-04-04, TRS, 0.010300094949611049
2014-04-04, BPOPN, 0.0
2014-04-04, PLXS, 0.011589874197774963
2014-04-04, OZK, 0.010827793390807198
2014-04-04, GALT, 0.06092526899765453
2014-04-04, UNTY, 0.007460213079376078
2014-04-04, STND, 0.007312659022257989
2014-04-04, ARLP, 0.006150026344595259
2014-04-04, ONCY, 0.03463242604750177
2014-04-04, ARTW, 0.017552596439181507
2014-04-11, FIBK, 0.01384308547375375
2014-04-11, ASRVP, 0.01716533857844733
2014-04-11, MBB, 0.002374291382728778
2014-04-11, SEIC, 0.0
2014-04-11, RDCM, 0.0
2014-04-11, BREW, 0.0074221420478889025
2014-04-11, OESX, 0.03792218797562196
2014-04-11, BBH, 0.0
2014-04-11, ATNI, 0.009516742165876427
2014-04-11, SIEB, 0.01295624193830253
2014-04-11, PENN, 0.01080078297171302
2014-04-11, CWCO, 0.009298276995680864
2014-04-11, SIMO, 0.022349646041164167
2014-04-11, TOPS, 0.030456842271506444
2014-04-11, NBN, 0.019066917783715522
2014-04-11, SAVE, 0.017826257698630724
2014-04-11, VOXX, 0.0
2014-04-11, FORR, 0.004534508678124844
2014-04-11, EXPO, 0.009646375134714611
2014-04-11, USLM, 0.0
2014-04-11, VTWG, 0.007618226262770731
2014-04-11, DFVS, 0.006123429815459947
2014-04-11, FCFS, 0.0
2014-04-11, IVAC, 0.006011808809619517
2014-04-11, EWZS, 0.0
2014-04-11, HALL, 0.011121005758414118
2014-04-11, OTEL, 0.0
2014-04-11, SONA, 0.007493601179468739
2014-04-11, HBP, 0.020141597307388324
2014-04-11, QUMU, 0.0
2014-04-11, MIND, 0.027064090040850513
2014-04-11, ICCC, 0.03632648130101604
2014-04-11, SCZ, 0.0
2014-04-11, HOLI, 0.018809310524679827
2014-04-11, JCTCF, 0.027771263955118905
2014-04-11, NVAX, 0.0
2014-04-11, ACWX, 0.0
2014-04-11, SOXX, 0.00826957093519449
2014-04-11, EDSA, 0.03467739123284777
2014-04-11, CMPR, 0.020428320565458225
2014-04-11, TRS, 0.009673248944215737
2014-04-11, BPOPN, 0.0
2014-04-11, PLXS, 0.012205440711024
2014-04-11, OZK, 0.011092267706361271
2014-04-11, GALT, 0.05995430021764863
2014-04-11, UNTY, 0.007635087217494852
2014-04-11, STND, 0.007331417129360945
2014-04-11, ARLP, 0.004899714441718652
2014-04-11, ONCY, 0.034442401943439234
2014-04-11, ARTW, 0.017373574237630182
2014-04-17, FIBK, 0.013293227635202218
2014-04-17, ASRVP, 0.017138604343583674
2014-04-17, MBB, 0.0024645195894312565
2014-04-17, SEIC, 0.0
2014-04-17, RDCM, 0.0
2014-04-17, BREW, 0.006470617799024942
2014-04-17, OESX, 0.038136770972769844
2014-04-17, BBH, 0.0
2014-04-17, ATNI, 0.009685153556372483
2014-04-17, SIEB, 0.013576336355808667
2014-04-17, PENN, 0.009304119977000376
2014-04-17, CWCO, 0.009789802966926255
2014-04-17, SIMO, 0.02258075050298374
2014-04-17, TOPS, 0.02877431633435297
2014-04-17, NBN, 0.018922190463344875
2014-04-17, SAVE, 0.017754823932826392
2014-04-17, VOXX, 0.0
2014-04-17, FORR, 0.005875120470729428
2014-04-17, EXPO, 0.010355082516192448
2014-04-17, USLM, 0.0
2014-04-17, VTWG, 0.008003491513969592
2014-04-17, DFVS, 0.007289790850285688
2014-04-17, FCFS, 0.0
2014-04-17, IVAC, 0.008546038737881264
2014-04-17, EWZS, 0.0
2014-04-17, HALL, 0.01114458449254309
2014-04-17, OTEL, 0.0
2014-04-17, SONA, 0.007537973303117291
2014-04-17, HBP, 0.012888553719839303
2014-04-17, QUMU, 0.0
2014-04-17, MIND, 0.027208119672423075
2014-04-17, ICCC, 0.03605757937408273
2014-04-17, SCZ, 0.0
2014-04-17, HOLI, 0.018705225310934766
2014-04-17, JCTCF, 0.02848585560436636
2014-04-17, NVAX, 0.0
2014-04-17, ACWX, 0.0
2014-04-17, SOXX, 0.009135987627850162
2014-04-17, EDSA, 0.026079691585821668
2014-04-17, CMPR, 0.020660437564947676
2014-04-17, TRS, 0.010228951086151567
2014-04-17, BPOPN, 0.0
2014-04-17, PLXS, 0.0130487765612962
2014-04-17, OZK, 0.010530252066241426
2014-04-17, GALT, 0.06064246978576052
2014-04-17, UNTY, 0.007502967567807944
2014-04-17, STND, 0.007095929920670143
2014-04-17, ARLP, 0.00591155437620918
2014-04-17, ONCY, 0.03412847090591881
2014-04-17, ARTW, 0.017538343059397825
2014-04-25, FIBK, 0.013748043253706094
2014-04-25, ASRVP, 0.017215242194420617
2014-04-25, MBB, 0.0025078270722600116
2014-04-25, SEIC, 0.0
2014-04-25, RDCM, 0.0
2014-04-25, BREW, 0.007040434170396781
2014-04-25, OESX, 0.038199548620840844
2014-04-25, BBH, 0.0
2014-04-25, ATNI, 0.009597073177856704
2014-04-25, SIEB, 0.015833619183872723
2014-04-25, PENN, 0.009082872463388911
2014-04-25, CWCO, 0.00944260840575812
2014-04-25, SIMO, 0.01833886293621292
2014-04-25, TOPS, 0.02515882711330453
2014-04-25, NBN, 0.018697135729356155
2014-04-25, SAVE, 0.018530971189574193
2014-04-25, VOXX, 0.0
2014-04-25, FORR, 0.007378266470035466
2014-04-25, EXPO, 0.011072273358343439
2014-04-25, USLM, 0.0
2014-04-25, VTWG, 0.008362420960248373
2014-04-25, DFVS, 0.007709847195873186
2014-04-25, FCFS, 0.0
2014-04-25, IVAC, 0.010196328638103446
2014-04-25, EWZS, 0.0
2014-04-25, HALL, 0.011132360824017765
2014-04-25, OTEL, 0.0
2014-04-25, SONA, 0.007503047083016883
2014-04-25, HBP, 0.005720880874014419
2014-04-25, QUMU, 0.0
2014-04-25, MIND, 0.026812280326064752
2014-04-25, ICCC, 0.03581341550176612
2014-04-25, SCZ, 0.0
2014-04-25, HOLI, 0.019633378001668294
2014-04-25, JCTCF, 0.028425126977363165
2014-04-25, NVAX, 0.0
2014-04-25, ACWX, 0.0
2014-04-25, SOXX, 0.008979340373818834
2014-04-25, EDSA, 0.026879746964947757
2014-04-25, CMPR, 0.02086966198775043
2014-04-25, TRS, 0.010726394239726397
2014-04-25, BPOPN, 0.0
2014-04-25, PLXS, 0.012705242770883559
2014-04-25, OZK, 0.010610349288054235
2014-04-25, GALT, 0.06048047978763003
2014-04-25, UNTY, 0.007316755279721701
2014-04-25, STND, 0.008082755006105332
2014-04-25, ARLP, 0.007369836337698027
2014-04-25, ONCY, 0.033980639544076444
2014-04-25, ARTW, 0.017913205548930798
2014-05-02, FIBK, 0.011089379562782373
2014-05-02, ASRVP, 0.017097133745686322
2014-05-02, MBB, 0.0024766226866241997
2014-05-02, SEIC, 0.0
2014-05-02, RDCM, 0.0
2014-05-02, BREW, 0.006160854235747387
2014-05-02, OESX, 0.03750186993086856
2014-05-02, BBH, 0.0
2014-05-02, ATNI, 0.011034841779106443
2014-05-02, SIEB, 0.017415063373284363
2014-05-02, PENN, 0.010282058465968491
2014-05-02, CWCO, 0.009380189303130271
2014-05-02, SIMO, 0.02680194105033276
2014-05-02, TOPS, 0.01962071087589046
2014-05-02, NBN, 0.01930087971214355
2014-05-02, SAVE, 0.01821982199476859
2014-05-02, VOXX, 0.0
2014-05-02, FORR, 0.00665116754628462
2014-05-02, EXPO, 0.010697741422560591
2014-05-02, USLM, 0.0
2014-05-02, VTWG, 0.007954307039811374
2014-05-02, DFVS, 0.007672731700986045
2014-05-02, FCFS, 0.0
2014-05-02, IVAC, 0.004796043411033209
2014-05-02, EWZS, 0.0
2014-05-02, HALL, 0.011331950640405625
2014-05-02, OTEL, 0.0
2014-05-02, SONA, 0.007391064893282282
2014-05-02, HBP, 0.008049941583856244
2014-05-02, QUMU, 0.0
2014-05-02, MIND, 0.026030573757917435
2014-05-02, ICCC, 0.03543893035434311
2014-05-02, SCZ, 0.0
2014-05-02, HOLI, 0.02155689682120201
2014-05-02, JCTCF, 0.02845572373089587
2014-05-02, NVAX, 0.0
2014-05-02, ACWX, 0.0
2014-05-02, SOXX, 0.008450491954128342
2014-05-02, EDSA, 0.02182962541422501
2014-05-02, CMPR, 0.019208924688622047
2014-05-02, TRS, 0.012676994924868826
2014-05-02, BPOPN, 0.0
2014-05-02, PLXS, 0.012278746742773863
2014-05-02, OZK, 0.009686884189775063
2014-05-02, GALT, 0.06006911648285296
2014-05-02, UNTY, 0.007738116797852367
2014-05-02, STND, 0.007993444710331893
2014-05-02, ARLP, 0.005146652542829081
2014-05-02, ONCY, 0.034096792819046234
2014-05-02, ARTW, 0.01847438307749432
2014-05-09, FIBK, 0.009459524171911822
2014-05-09, ASRVP, 0.017491914104038192
2014-05-09, MBB, 0.002459401699286082
2014-05-09, SEIC, 0.0
2014-05-09, RDCM, 0.0
2014-05-09, BREW, 0.0
2014-05-09, OESX, 0.03606198475518345
2014-05-09, BBH, 0.0
2014-05-09, ATNI, 0.003057912481120004
2014-05-09, SIEB, 0.01704823894764604
2014-05-09, PENN, 0.010070303383684412
2014-05-09, CWCO, 0.01000815362652798
2014-05-09, SIMO, 0.02419241706535286
2014-05-09, TOPS, 0.015431317623267563
2014-05-09, NBN, 0.01867954198119041
2014-05-09, SAVE, 0.017956701487989685
2014-05-09, VOXX, 0.0
2014-05-09, FORR, 0.007859435386612953
2014-05-09, EXPO, 0.010588038056878588
2014-05-09, USLM, 0.0
2014-05-09, VTWG, 0.008405749456828296
2014-05-09, DFVS, 0.007614047803837953
2014-05-09, FCFS, 0.0
2014-05-09, IVAC, 0.0
2014-05-09, EWZS, 0.0
2014-05-09, HALL, 0.011468428608385386
2014-05-09, OTEL, 0.0
2014-05-09, SONA, 0.007474579870198133
2014-05-09, HBP, 0.008625162423683143
2014-05-09, QUMU, 0.0
2014-05-09, MIND, 0.02649430621863408
2014-05-09, ICCC, 0.03332511563240348
2014-05-09, SCZ, 0.0
2014-05-09, HOLI, 0.022537828484155895
2014-05-09, JCTCF, 0.02826860312394448
2014-05-09, NVAX, 0.0
2014-05-09, ACWX, 0.0
2014-05-09, SOXX, 0.008776789449072828
2014-05-09, EDSA, 0.013616431602028373
2014-05-09, CMPR, 0.022169375036517485
2014-05-09, TRS, 0.012573207416630865
2014-05-09, BPOPN, 0.0
2014-05-09, PLXS, 0.012405070603636352
2014-05-09, OZK, 0.009368981031225543
2014-05-09, GALT, 0.0601785445692674
2014-05-09, UNTY, 0.0076794458751543206
2014-05-09, STND, 0.007973382345323073
2014-05-09, ARLP, 0.007559800589836232
2014-05-09, ONCY, 0.03337282116821872
2014-05-09, ARTW, 0.018761758231018874
2014-05-16, FIBK, 0.008178139098167116
2014-05-16, ASRVP, 0.017490732992499515
2014-05-16, MBB, 0.0024518133063831226
2014-05-16, SEIC, 0.0
2014-05-16, RDCM, 0.0
2014-05-16, BREW, 0.0
2014-05-16, OESX, 0.033581579798287714
2014-05-16, BBH, 0.0
2014-05-16, ATNI, 0.0077079480173744275
2014-05-16, SIEB, 0.016482471920403842
2014-05-16, PENN, 0.0096892039775231
2014-05-16, CWCO, 0.008256937653191774
2014-05-16, SIMO, 0.022889230134086967
2014-05-16, TOPS, 0.01046186785753989
2014-05-16, NBN, 0.015304033411515318
2014-05-16, SAVE, 0.017823906840957665
2014-05-16, VOXX, 0.0
2014-05-16, FORR, 0.008223917085419825
2014-05-16, EXPO, 0.01045350552557687
2014-05-16, USLM, 0.0
2014-05-16, VTWG, 0.008789593676243133
2014-05-16, DFVS, 0.007438190709389739
2014-05-16, FCFS, 0.0
2014-05-16, IVAC, 0.005196641396901674
2014-05-16, EWZS, 0.0
2014-05-16, HALL, 0.009264748358594681
2014-05-16, OTEL, 0.0
2014-05-16, SONA, 0.007422012652309861
2014-05-16, HBP, 0.008756372080868845
2014-05-16, QUMU, 0.0
2014-05-16, MIND, 0.027679388881648358
2014-05-16, ICCC, 0.03367214667298767
2014-05-16, SCZ, 0.0
2014-05-16, HOLI, 0.021081740837512023
2014-05-16, JCTCF, 0.02842523264431498
2014-05-16, NVAX, 0.0
2014-05-16, ACWX, 0.0
2014-05-16, SOXX, 0.009324708983776261
2014-05-16, EDSA, 0.016643134022792213
2014-05-16, CMPR, 0.02279514768734829
2014-05-16, TRS, 0.012327349145638928
2014-05-16, BPOPN, 0.0
2014-05-16, PLXS, 0.012765534847922536
2014-05-16, OZK, 0.009276538756242925
2014-05-16, GALT, 0.06139169624380351
2014-05-16, UNTY, 0.007750429771776311
2014-05-16, STND, 0.007991066607313272
2014-05-16, ARLP, 0.008631417866319158
2014-05-16, ONCY, 0.032890381909468226
2014-05-16, ARTW, 0.018860837413815928
2014-05-23, FIBK, 0.008528110440787023
2014-05-23, ASRVP, 0.017494199525826072
2014-05-23, MBB, 0.0024421489702404525
2014-05-23, SEIC, 0.0
2014-05-23, RDCM, 0.0
2014-05-23, BREW, 0.0
2014-05-23, OESX, 0.036601785690618095
2014-05-23, BBH, 0.0
2014-05-23, ATNI, 0.009419558355590444
2014-05-23, SIEB, 0.01447763810087546
2014-05-23, PENN, 0.009444897032021041
2014-05-23, CWCO, 0.01079226084392422
2014-05-23, SIMO, 0.022427280615100985
2014-05-23, TOPS, 0.006639105599101252
2014-05-23, NBN, 0.008304570141528635
2014-05-23, SAVE, 0.017407954853794552
2014-05-23, VOXX, 0.0
2014-05-23, FORR, 0.008055343152279383
2014-05-23, EXPO, 0.01074698624808587
2014-05-23, USLM, 0.0
2014-05-23, VTWG, 0.007717017869759501
2014-05-23, DFVS, 0.007400810004479826
2014-05-23, FCFS, 0.0
2014-05-23, IVAC, 0.0030873050317801673
2014-05-23, EWZS, 0.0
2014-05-23, HALL, 0.0095629622956072
2014-05-23, OTEL, 0.0
2014-05-23, SONA, 0.006324310734285131
2014-05-23, HBP, 0.009088514282992465
2014-05-23, QUMU, 0.0
2014-05-23, MIND, 0.02675926078285653
2014-05-23, ICCC, 0.02870100006259076
2014-05-23, SCZ, 0.0
2014-05-23, HOLI, 0.022307606400878456
2014-05-23, JCTCF, 0.02855511745958338
2014-05-23, NVAX, 0.0
2014-05-23, ACWX, 0.0
2014-05-23, SOXX, 0.008811954769182999
2014-05-23, EDSA, 0.01235238526681031
2014-05-23, CMPR, 0.022772320918277522
2014-05-23, TRS, 0.012164818161035146
2014-05-23, BPOPN, 0.0
2014-05-23, PLXS, 0.012940863621986534
2014-05-23, OZK, 0.00992290598274856
2014-05-23, GALT, 0.05714438600548853
2014-05-23, UNTY, 0.008014112839147637
2014-05-23, STND, 0.007886078596110945
2014-05-23, ARLP, 0.0077636736826857955
2014-05-23, ONCY, 0.030657507159344916
2014-05-23, ARTW, 0.018825985973863375
2014-05-30, FIBK, 0.00875278147626229
2014-05-30, ASRVP, 0.017546890784046025
2014-05-30, MBB, 0.0024305699344293113
2014-05-30, SEIC, 0.0
2014-05-30, RDCM, 0.0
2014-05-30, BREW, 0.0
2014-05-30, OESX, 0.03888021129252079
2014-05-30, BBH, 0.0
2014-05-30, ATNI, 0.009272134073459486
2014-05-30, SIEB, 0.014693738125678816
2014-05-30, PENN, 0.00903333657215759
2014-05-30, CWCO, 0.011580522548001706
2014-05-30, SIMO, 0.022185317372288762
2014-05-30, TOPS, 0.0
2014-05-30, NBN, 0.007905125925049456
2014-05-30, SAVE, 0.01638246561680275
2014-05-30, VOXX, 0.0
2014-05-30, FORR, 0.007560930204592135
2014-05-30, EXPO, 0.010705509157607792
2014-05-30, USLM, 0.0
2014-05-30, VTWG, 0.006867378805668968
2014-05-30, DFVS, 0.007387197397281921
2014-05-30, FCFS, 0.0
2014-05-30, IVAC, 0.0043039324400858826
2014-05-30, EWZS, 0.0
2014-05-30, HALL, 0.009282419402154993
2014-05-30, OTEL, 0.0
2014-05-30, SONA, 0.005594334224331093
2014-05-30, HBP, 0.010085824139160253
2014-05-30, QUMU, 0.0
2014-05-30, MIND, 0.026400232307804472
2014-05-30, ICCC, 0.02348353512669014
2014-05-30, SCZ, 0.0
2014-05-30, HOLI, 0.02139384946752878
