AccountValueWithoutCommissions,AccountValueWithCommissions
0,0
0.4737482825085986,-4.97321470764753
-0.6004488017349454,-12.073605391558656
0.32795634294822007,-16.228597468822116
-0.17430547035947008,-22.48334401926607
2.2612365075039214,-25.353689205865024
2.321416257318764,-31.688813884443434
0.7253831099930301,-39.19532497413207
-0.022875342908915686,-45.351389265728095
2.9820997326738787,-48.41966529906867
6.110661512532327,-49.76872027870375
5.6565890849062,-56.61478104693428
7.241817569776147,-60.737213457708414
6.833119796518678,-65.50840823963645
17.498622156585952,-59.68255414979916
14.181420976559433,-67.83053124976314
15.719365877110903,-69.5949742706409
13.862722278533676,-76.29066568180802
12.174806239811879,-83.23420442052885
12.607877983680835,-87.97004063205823
11.804370396775836,-92.40757943944233
7.442034151648036,-101.50582875104493
4.360183404237079,-108.2194907969886
0.2566034480911039,-117.03314371548026
1.386538432066816,-120.15023348143795
-0.09919867945993843,-126.35915792567612
-1.4839290313106102,-131.86619867352573
-4.208031471436932,-138.9703025919114
-6.176315438437381,-146.4869319039412
-0.4409260670207642,-146.68686271148832
5.963679557075981,-143.8707587181967
6.682078167404127,-145.81497136587262
11.251601058891627,-144.34146067789908
8.35180381975646,-149.7843092717759
8.182360083560793,-153.21388871048183
6.538885326911789,-158.29179842911478
3.110327643053253,-165.26988973590235
3.3136498043495415,-170.33906965365833
1.6119497180486384,-176.43199861729636
2.0901606185796866,-180.22172571955815
5.61791641951398,-181.1670356233725
7.768962681618842,-183.4336991772149
3.997548449245101,-190.45765119193743
1.0510013006710452,-198.0858437339725
-4.064398889500888,-207.70931793404392
-2.0386322996711197,-211.37352820611534
-1.9571142472419785,-216.2548851009159
-0.5399628775667586,-218.96266363711732
-2.1872889872155588,-224.8790376909653
-6.358792458042643,-234.8370246575443
-9.703614424903417,-243.1776120591381
-2.89756526054434,-242.19222478478954
-4.519821875479156,-249.9677192060337
-3.969624298642506,-254.71139248173995
-8.936208360008358,-264.1728428457372
-10.072150539034627,-270.6188634279892
-12.931602855638955,-277.999891342984
-14.460768049841233,-284.22662621892204
-13.987528581457669,-289.9687952991784
-20.85834149759951,-301.53544399214985
-24.141060752046283,-310.3377846814128
-23.620633011856853,-315.0333720598144
-27.20285395544827,-324.0533907564518
-33.78935960882033,-335.5458294879483
-34.394040852341405,-342.7742444996491
-35.07171693297646,-348.6809305504604
-41.158518326225085,-361.8638484480725
-40.22024035515917,-367.7740867173046
-39.26443956221679,-372.20888889696613
-33.47248152682818,-371.8146857228604
-37.07141139268408,-381.5318048598369
-35.19271852866591,-386.4470324003895
-32.014930427751636,-390.1411900452481
-37.08920798701558,-400.48174204141816
-35.87806508358536,-404.3176680090903
-36.44137086403181,-410.81281000248475
-41.90887161910515,-422.45440895896917
-38.525364836073074,-424.34009262353555
-43.47784700200774,-435.4895002503937
-45.114825196109805,-443.30661044406503
-45.43387850603234,-449.91278996149487
-51.71307176428861,-460.9886510959981
-56.222004326544706,-471.2622393442704
-54.1362392465158,-474.71383244463874
-61.80798025349468,-490.28932346952695
-68.71209539504042,-503.64669736367074
-64.73729937097268,-507.36883929468854
-60.86687929909757,-508.46640649610987
-62.35480129337678,-516.5521392148913
-67.23408011279837,-528.4578433184239
-67.13683161843008,-535.7475853212336
-66.82315189084339,-542.2544866689715
-61.16551569779996,-543.9791535410498
-56.29161016661098,-545.2378853783539
-56.70290573412911,-552.842778185603
-61.09041597335181,-564.2410016638743
-68.12650147003944,-576.4047125720161
-64.71470566242952,-579.8585968870503
-61.03875544715254,-581.0897211779702
-72.73439868317456,-599.0378419704019
-73.86560231199806,-607.5010791067293
-72.33906819398082,-611.7286233379024
-78.32046227015645,-622.5448389440546
-80.47270815092813,-631.4850431005599
-80.58375085160901,-637.6825461942143
-80.36102449114462,-644.8418715124708
-83.08079284882452,-653.1729035208157
-80.03309827466546,-656.2894075392694
-83.9471224509355,-667.1315653701015
-81.60198396584386,-671.2816888747847
-80.82475746906019,-675.9636518236881
-81.14742970625052,-681.251028739612
-77.44017584557939,-683.2213218471355
-77.16693159230005,-687.6198070747703
-74.38279525145806,-689.8717739307548
-76.59569697484389,-697.9664265437725
-81.39713462425037,-710.2900543394983
-81.98843103142872,-715.8599623928955
-82.83752160709413,-723.029610164606
-82.52658412420053,-727.7159665403832
-84.47622303859535,-735.6821519869902
-92.3119597544569,-750.6691002616382
-95.61647138822445,-761.9436802297024
-92.80122788331774,-765.7715901924992
-89.80811610754397,-767.8891292537865
-88.24806414778544,-772.1773602967993
-91.50317774901148,-782.1432518587987
-104.06805867496655,-803.7136218876301
-107.48571152856603,-815.0937521090503
-106.22724839394185,-820.7630727439441
-113.422683287586,-835.0351046606108
-116.10873111783155,-844.5717094313098
-118.29190947654395,-855.6490236597828
-130.14144437490427,-873.4517765543911
-138.0229223280964,-892.6933520139326
-145.49694564949937,-907.6599469247063
-145.96583897259865,-917.104248408881
-150.82192912075794,-934.0888532432127
-149.6010870554009,-943.3471466143342
-149.1977344221433,-954.1611972541723
-146.2336871591291,-961.0037251298468
-152.6952045428073,-978.9063537783233
-144.8313663742255,-980.3525675313005
-149.55676486107907,-994.932388219564
-147.71518692767953,-1000.1992328423154
-149.55665442579223,-1010.5929663176303
-149.0724097982989,-1021.777427252722
-152.0939094560112,-1034.104127702849
-155.1878338750081,-1046.4325482727374
-154.8129391127871,-1057.1425308679836
-154.32597696319715,-1067.3733383641556
-158.42647408036012,-1083.438176736722
-157.80164657895372,-1093.7289407532726
-154.5734588211585,-1097.9768424806657
-151.09574900905767,-1104.3812298778166
-147.4686238803127,-1108.1615754652432
-150.7086157492453,-1122.2971297587076
-150.60998019305626,-1135.4088677075829
-147.46461383301622,-1143.5301485654866
-155.0515318045934,-1161.3214964767433
-154.93173314796033,-1171.3171009319406
-153.6929211227658,-1182.5100343441002
-147.92764209782945,-1185.6006659884924
-141.35031301379155,-1191.7410149870116
-145.1479191902592,-1205.0911135984975
-137.67383034191806,-1207.9850397697762
-131.55284438820735,-1210.335442478299
-134.36330546135093,-1223.6565859268753
-130.48254359512765,-1229.27269735413
-128.83781027527695,-1236.551150668702
-125.82970346483617,-1241.6812275624206
-130.03008375287286,-1252.9909432337981
-125.8971750432426,-1256.0388596358773
-123.93983418678035,-1263.2496707951834
-123.69830486271874,-1272.314424292011
-117.85749178915518,-1272.9565697218025
-117.3287438058556,-1278.9827243727043
-120.5340207710163,-1288.5850144037947
-119.86113426486855,-1296.050619475926
-137.62754908203837,-1322.3418370487043
-133.37086738246188,-1327.5557236717061
-134.60963802071666,-1336.173668756433
-132.12315045783643,-1340.4693030953451
-125.76230112749654,-1342.043581142759
-123.23629097876389,-1346.2258389817482
-126.39612859115837,-1358.725330234707
-127.77463305022042,-1368.2476692902267
-127.08888328068853,-1374.9071170200973
-122.09233022358927,-1377.484961006051
-120.82440952623668,-1382.0502515045728
-123.9954838553286,-1392.0082635913875
-127.82875819643299,-1404.156780517045
-127.51340744963673,-1410.9184745807527
-125.76156347253065,-1416.4895194743062
-124.4884734464699,-1421.8743542400068
-123.78089747493145,-1430.037875660095
-124.36500520305754,-1440.1575867016209
-124.41323955911726,-1448.635442833933
-105.36764551848198,-1437.7851319013657
-101.53986662729034,-1443.7690369715842
-101.2399691666812,-1452.0839309366877
-101.04647685245786,-1459.618628724472
-97.1876259566052,-1462.5245454867768
-94.45268057422594,-1469.8681643000211
-89.8396970180965,-1474.8149302523207
-88.96826495308225,-1481.8936976287441
-89.44775498982096,-1488.4966218352222
-91.62462913528974,-1497.1531301215177
-91.5160954633586,-1505.157685333561
-90.95465933799437,-1510.454409007682
-92.32926756037052,-1520.2037998618468
-97.5799288176826,-1534.3389738011251
-98.29876389724953,-1544.0141492889802
-99.85729876577643,-1554.5281424541106
-101.1642031499704,-1563.6429210580277
-103.4492840410567,-1573.2877698142759
-103.64829253608983,-1581.3960760248663
-103.6538549489575,-1588.6512822824893
-107.12350245146459,-1599.8361976085516
-106.1865906922249,-1604.9978821841057
-104.85000893071562,-1611.2905911175296
-103.37742383284639,-1617.7163992980113
-103.67488865301797,-1628.1602555285701
-104.311681484077,-1638.6601390283226
-105.6367554180046,-1647.077042548469
-106.6583063531715,-1655.8026315137888
-106.60414035068244,-1661.3865050710563
-106.60567457389232,-1670.4471681163539
-105.56220053315927,-1678.3888545673713
-102.96984868546727,-1684.8628504018523
-103.97591744830699,-1694.4089172847189
-106.75851565175044,-1706.2691023979337
-108.64019387628646,-1713.8539265526392
-108.50105214534993,-1721.254711415092
-110.86140137779415,-1732.680019926691
-105.2097626385623,-1735.4753836168536
-108.32282662075217,-1748.2401260845859
-104.2277557933969,-1754.0732580105898
-110.754277520936,-1769.738323529419
-112.3074553468445,-1777.8875242697682
-112.01368939155286,-1785.7668968571172
-111.22561901419579,-1791.5514185333825
-112.14745701035696,-1798.3681553631916
-107.36348395678377,-1800.5744470380387
-111.79251254249724,-1810.9892732541916
-118.88251976882239,-1824.9274632904994
-116.95201292184969,-1830.5577362407698
-117.8964313602152,-1839.2439785572444
-121.64871334608821,-1850.7809706435526
-125.01553031015162,-1862.7125793414393
-123.79147169184301,-1868.5560665542932
-123.64867837560581,-1875.7549814514466
-120.48264071452368,-1878.9245111526882
-129.97984481160967,-1896.6305371523347
-124.49610528881902,-1898.2458394319597
-121.75104841453697,-1901.618341519332
-124.09534796777439,-1911.616889479247
-122.89245187214577,-1918.1861290519505
-123.34804159143447,-1925.1512082334432
